PairIndex,Drug1,Drug2,Conc1,Conc2,Response,ConcUnit
8,Taraxasterol,Tamarixetin,1,1000,89.71975621328728,nM
8,Taraxasterol,Tamarixetin,3,0,-2.572425125988827,nM
8,Taraxasterol,Tamarixetin,3,1,-1.3283314725509412,nM
8,Taraxasterol,Tamarixetin,3,3,-0.27323896596666686,nM
8,Taraxasterol,Tamarixetin,3,10,8.031830050870514,nM
8,Taraxasterol,Tamarixetin,3,30,10.437263581024869,nM
8,Taraxasterol,Tamarixetin,3,100,33.416029632060805,nM
8,Taraxasterol,Tamarixetin,3,300,65.6413921794041,nM
8,Taraxasterol,Tamarixetin,3,1000,89.28497538381738,nM
8,Taraxasterol,Tamarixetin,10,0,0.24830603858338302,nM
8,Taraxasterol,Tamarixetin,10,1,-1.7410520492893475,nM
8,Taraxasterol,Tamarixetin,10,3,0.09177740057757022,nM
8,Taraxasterol,Tamarixetin,10,10,6.995807493816335,nM
8,Taraxasterol,Tamarixetin,10,30,11.595002096157208,nM
8,Taraxasterol,Tamarixetin,10,100,32.80360609459221,nM
8,Taraxasterol,Tamarixetin,10,300,62.40946857482849,nM
8,Taraxasterol,Tamarixetin,10,1000,88.64073567077081,nM
8,Taraxasterol,Tamarixetin,30,0,2.7332922738586114,nM
8,Taraxasterol,Tamarixetin,30,1,1.5556851393019466,nM
8,Taraxasterol,Tamarixetin,30,3,5.16386354006368,nM
8,Taraxasterol,Tamarixetin,30,10,4.43396855564176,nM
8,Taraxasterol,Tamarixetin,30,30,12.486622829435584,nM
8,Taraxasterol,Tamarixetin,30,100,36.53479486208632,nM
8,Taraxasterol,Tamarixetin,30,300,66.24735211054795,nM
8,Taraxasterol,Tamarixetin,30,1000,91.21881374504187,nM
8,Taraxasterol,Tamarixetin,100,0,9.971015331095012,nM
8,Taraxasterol,Tamarixetin,100,1,9.740508193362645,nM
8,Taraxasterol,Tamarixetin,100,3,12.019426625489855,nM
8,Taraxasterol,Tamarixetin,100,10,13.566374999408612,nM
8,Taraxasterol,Tamarixetin,100,30,22.14533845320248,nM
8,Taraxasterol,Tamarixetin,100,100,40.85636536602192,nM
8,Taraxasterol,Tamarixetin,100,300,68.47389508750913,nM
8,Taraxasterol,Tamarixetin,100,1000,90.75231681485919,nM
8,Taraxasterol,Tamarixetin,300,0,31.63640168488086,nM
8,Taraxasterol,Tamarixetin,300,1,28.221012989001004,nM
8,Taraxasterol,Tamarixetin,300,3,30.54837680127547,nM
8,Taraxasterol,Tamarixetin,300,10,31.76357254019182,nM
8,Taraxasterol,Tamarixetin,300,30,39.99564501244193,nM
8,Taraxasterol,Tamarixetin,300,100,52.39257733193054,nM
8,Taraxasterol,Tamarixetin,300,300,77.64557522967733,nM
8,Taraxasterol,Tamarixetin,300,1000,89.5780866965706,nM
8,Taraxasterol,Tamarixetin,1000,0,64.75123580165534,nM
8,Taraxasterol,Tamarixetin,1000,1,67.06556303830747,nM
8,Taraxasterol,Tamarixetin,1000,3,64.59697861696876,nM
8,Taraxasterol,Tamarixetin,1000,10,68.22937405815743,nM
8,Taraxasterol,Tamarixetin,1000,30,64.47325660104975,nM
8,Taraxasterol,Tamarixetin,1000,100,76.53415836920044,nM
8,Taraxasterol,Tamarixetin,1000,300,87.97596920438484,nM
8,Taraxasterol,Tamarixetin,1000,1000,95.76891080718376,nM
9,Taraxasterol,Annomontine,0,0,-3.0167759032521966,nM
9,Taraxasterol,Annomontine,0,1,1.4076347879475124,nM
9,Taraxasterol,Annomontine,0,3,-4.379529809022832,nM
9,Taraxasterol,Annomontine,0,10,3.0783380188917855,nM
9,Taraxasterol,Annomontine,0,30,4.860010435103586,nM
9,Taraxasterol,Annomontine,0,100,17.90281843215032,nM
9,Taraxasterol,Annomontine,0,300,40.946478408941324,nM
9,Taraxasterol,Annomontine,0,1000,72.79563145446414,nM
9,Taraxasterol,Annomontine,1,0,-0.9854513767432391,nM
9,Taraxasterol,Annomontine,1,1,-0.8059532340561842,nM
9,Taraxasterol,Annomontine,1,3,1.5247280417781466,nM
9,Taraxasterol,Annomontine,1,10,0.6049832046440815,nM
9,Taraxasterol,Annomontine,1,30,5.1515471434786,nM
9,Taraxasterol,Annomontine,1,100,16.93785523285063,nM
9,Taraxasterol,Annomontine,1,300,44.32643689378307,nM
9,Taraxasterol,Annomontine,1,1000,71.0583329837235,nM
9,Taraxasterol,Annomontine,3,0,-0.6283620599005785,nM
9,Taraxasterol,Annomontine,3,1,1.6331778880741958,nM
9,Taraxasterol,Annomontine,3,3,1.8446757139021686,nM
9,Taraxasterol,Annomontine,3,10,0.24653789406334714,nM
9,Taraxasterol,Annomontine,3,30,3.9305166794810944,nM
9,Taraxasterol,Annomontine,3,100,15.90622807225674,nM
9,Taraxasterol,Annomontine,3,300,41.839218991484664,nM
9,Taraxasterol,Annomontine,3,1000,73.95883100648881,nM
9,Taraxasterol,Annomontine,10,0,-0.5298594331487404,nM
9,Taraxasterol,Annomontine,10,1,-1.403485331673335,nM
9,Taraxasterol,Annomontine,10,3,0.27813526681525824,nM
9,Taraxasterol,Annomontine,10,10,4.705998577673256,nM
9,Taraxasterol,Annomontine,10,30,3.111110142334141,nM
9,Taraxasterol,Annomontine,10,100,18.501379413442052,nM
9,Taraxasterol,Annomontine,10,300,45.79482243138167,nM
9,Taraxasterol,Annomontine,10,1000,75.64700446428571,nM
9,Taraxasterol,Annomontine,30,0,7.4323097631874475,nM
9,Taraxasterol,Annomontine,30,1,2.513778626517089,nM
9,Taraxasterol,Annomontine,30,3,6.330695412418157,nM
9,Taraxasterol,Annomontine,30,10,3.783945891829842,nM
9,Taraxasterol,Annomontine,30,30,4.4708985968841315,nM
9,Taraxasterol,Annomontine,30,100,18.93112264807342,nM
9,Taraxasterol,Annomontine,30,300,46.85320529394984,nM
9,Taraxasterol,Annomontine,30,1000,74.5762754239895,nM
9,Taraxasterol,Annomontine,100,0,11.46183184806845,nM
9,Taraxasterol,Annomontine,100,1,8.581016989238243,nM
9,Taraxasterol,Annomontine,100,3,8.990476044366975,nM
9,Taraxasterol,Annomontine,100,10,12.476841944890557,nM
9,Taraxasterol,Annomontine,100,30,13.972577055996938,nM
9,Taraxasterol,Annomontine,100,100,25.909541071141152,nM
9,Taraxasterol,Annomontine,100,300,50.18906268563802,nM
9,Taraxasterol,Annomontine,100,1000,75.35182225172638,nM
9,Taraxasterol,Annomontine,300,0,29.040444630426002,nM
9,Taraxasterol,Annomontine,300,1,30.558557528158982,nM
9,Taraxasterol,Annomontine,300,3,35.24688717889855,nM
9,Taraxasterol,Annomontine,300,10,30.59723035403237,nM
9,Taraxasterol,Annomontine,300,30,32.44131529596551,nM
9,Taraxasterol,Annomontine,300,100,42.40276649990841,nM
9,Taraxasterol,Annomontine,300,300,63.5311513824504,nM
9,Taraxasterol,Annomontine,300,1000,81.54398406681942,nM
9,Taraxasterol,Annomontine,1000,0,64.36831402036587,nM
9,Taraxasterol,Annomontine,1000,1,65.09368671728444,nM
9,Taraxasterol,Annomontine,1000,3,66.59801977875327,nM
9,Taraxasterol,Annomontine,1000,10,69.76825947671769,nM
9,Taraxasterol,Annomontine,1000,30,64.00540893898024,nM
9,Taraxasterol,Annomontine,1000,100,67.27200092004132,nM
9,Taraxasterol,Annomontine,1000,300,79.88288013590845,nM
9,Taraxasterol,Annomontine,1000,1000,92.4361478139071,nM
10,Taraxasterol,Protopine,0,0,-4.311651764016639,nM
10,Taraxasterol,Protopine,0,1,-0.940962199706856,nM
10,Taraxasterol,Protopine,0,3,2.5702417272285225,nM
10,Taraxasterol,Protopine,0,10,1.166801288565357,nM
10,Taraxasterol,Protopine,0,30,8.413161832019197,nM
10,Taraxasterol,Protopine,0,100,25.49894746334501,nM
10,Taraxasterol,Protopine,0,300,56.92104165918244,nM
10,Taraxasterol,Protopine,0,1000,85.11334257720227,nM
10,Taraxasterol,Protopine,1,0,0.7460866880403493,nM
10,Taraxasterol,Protopine,1,1,2.8510496933177225,nM
10,Taraxasterol,Protopine,1,3,-0.3989480142176439,nM
10,Taraxasterol,Protopine,1,10,2.5378327317630798,nM
10,Taraxasterol,Protopine,1,30,9.77207296130223,nM
10,Taraxasterol,Protopine,1,100,24.090339685657142,nM
10,Taraxasterol,Protopine,1,300,54.923095486766854,nM
10,Taraxasterol,Protopine,1,1000,82.77198050846113,nM
10,Taraxasterol,Protopine,3,0,-1.504028171402424,nM
10,Taraxasterol,Protopine,3,1,4.553114623615352,nM
10,Taraxasterol,Protopine,3,3,1.810988288114774,nM
10,Taraxasterol,Protopine,3,10,6.187283469247646,nM
10,Taraxasterol,Protopine,3,30,9.114159904669732,nM
10,Taraxasterol,Protopine,3,100,25.476083329027198,nM
10,Taraxasterol,Protopine,3,300,55.172980625746476,nM
10,Taraxasterol,Protopine,3,1000,84.83863853213238,nM
10,Taraxasterol,Protopine,10,0,0.8529035657020372,nM
10,Taraxasterol,Protopine,10,1,2.8956079887035653,nM
10,Taraxasterol,Protopine,10,3,-0.3127678149007582,nM
10,Taraxasterol,Protopine,10,10,3.3212597676264197,nM
10,Taraxasterol,Protopine,10,30,9.094046700536957,nM
10,Taraxasterol,Protopine,10,100,25.280251455911895,nM
10,Taraxasterol,Protopine,10,300,55.52017620679122,nM
10,Taraxasterol,Protopine,10,1000,85.49832885800157,nM
10,Taraxasterol,Protopine,30,0,4.003400746571709,nM
10,Taraxasterol,Protopine,30,1,2.8064073814535635,nM
10,Taraxasterol,Protopine,30,3,3.3357863565136756,nM
10,Taraxasterol,Protopine,30,10,3.773197633747774,nM
10,Taraxasterol,Protopine,30,30,11.078506468937588,nM
10,Taraxasterol,Protopine,30,100,26.953365185804287,nM
10,Taraxasterol,Protopine,30,300,53.71137043211052,nM
10,Taraxasterol,Protopine,30,1000,84.07537000610844,nM
10,Taraxasterol,Protopine,100,0,11.85503377457532,nM
10,Taraxasterol,Protopine,100,1,11.30449800085028,nM
10,Taraxasterol,Protopine,100,3,9.287074538469401,nM
10,Taraxasterol,Protopine,100,10,13.924750376893202,nM
10,Taraxasterol,Protopine,100,30,18.339238749931916,nM
10,Taraxasterol,Protopine,100,100,34.196771434605246,nM
10,Taraxasterol,Protopine,100,300,63.310613123677825,nM
10,Taraxasterol,Protopine,100,1000,85.23280242992443,nM
10,Taraxasterol,Protopine,300,0,31.68898414951913,nM
10,Taraxasterol,Protopine,300,1,30.06034356791969,nM
10,Taraxasterol,Protopine,300,3,32.79066575180233,nM
10,Taraxasterol,Protopine,300,10,34.22366204827219,nM
10,Taraxasterol,Protopine,300,30,36.51667356156825,nM
10,Taraxasterol,Protopine,300,100,49.35677529307011,nM
10,Taraxasterol,Protopine,300,300,67.47131058699934,nM
10,Taraxasterol,Protopine,300,1000,90.27487711724729,nM
10,Taraxasterol,Protopine,1000,0,62.60955046963785,nM
10,Taraxasterol,Protopine,1000,1,69.34678881769848,nM
10,Taraxasterol,Protopine,1000,3,67.45212169455235,nM
10,Taraxasterol,Protopine,1000,10,62.63406898764052,nM
10,Taraxasterol,Protopine,1000,30,62.20121940163672,nM
10,Taraxasterol,Protopine,1000,100,76.32844183975973,nM
10,Taraxasterol,Protopine,1000,300,82.71818795607032,nM
10,Taraxasterol,Protopine,1000,1000,95.56445571829244,nM
11,Taraxasterol,Atractylon,0,0,-2.5252850685709505,nM
11,Taraxasterol,Atractylon,0,1,0.26261410348865727,nM
11,Taraxasterol,Atractylon,0,3,-1.017324975278713,nM
11,Taraxasterol,Atractylon,0,10,2.1553334025458923,nM
11,Taraxasterol,Atractylon,0,30,2.687116908967506,nM
11,Taraxasterol,Atractylon,0,100,15.677452128981514,nM
11,Taraxasterol,Atractylon,0,300,33.66722698995094,nM
11,Taraxasterol,Atractylon,0,1000,72.27275363272582,nM
11,Taraxasterol,Atractylon,1,0,0.052581979112408535,nM
11,Taraxasterol,Atractylon,1,1,1.1821589067509566,nM
11,Taraxasterol,Atractylon,1,3,-2.887368361231983,nM
11,Taraxasterol,Atractylon,1,10,-2.518713646317992,nM
11,Taraxasterol,Atractylon,1,30,5.480991004757346,nM
11,Taraxasterol,Atractylon,1,100,10.27543294009263,nM
11,Taraxasterol,Atractylon,1,300,34.51495963256043,nM
11,Taraxasterol,Atractylon,1,1000,69.0714680104493,nM
11,Taraxasterol,Atractylon,3,0,-1.6055697085198766,nM
11,Taraxasterol,Atractylon,3,1,0.6564905991457501,nM
11,Taraxasterol,Atractylon,3,3,-2.410295087730955,nM
11,Taraxasterol,Atractylon,3,10,-1.27937980245725,nM
11,Taraxasterol,Atractylon,3,30,5.334939402965374,nM
11,Taraxasterol,Atractylon,3,100,11.221363578146148,nM
11,Taraxasterol,Atractylon,3,300,36.748348795391124,nM
11,Taraxasterol,Atractylon,3,1000,71.06443469418971,nM
11,Taraxasterol,Atractylon,10,0,3.7747076777233914,nM
11,Taraxasterol,Atractylon,10,1,1.7073984907373703,nM
11,Taraxasterol,Atractylon,10,3,-2.708527734720247,nM
11,Taraxasterol,Atractylon,10,10,0.34021479766649976,nM
11,Taraxasterol,Atractylon,10,30,3.196216063251337,nM
11,Taraxasterol,Atractylon,10,100,15.760628970436079,nM
11,Taraxasterol,Atractylon,10,300,36.30778055841107,nM
11,Taraxasterol,Atractylon,10,1000,68.92433982292526,nM
11,Taraxasterol,Atractylon,30,0,3.5478688088430257,nM
11,Taraxasterol,Atractylon,30,1,2.0181865076763494,nM
11,Taraxasterol,Atractylon,30,3,3.9816431582924334,nM
11,Taraxasterol,Atractylon,30,10,3.862495403567577,nM
11,Taraxasterol,Atractylon,30,30,8.107675838702587,nM
11,Taraxasterol,Atractylon,30,100,15.665838024521992,nM
11,Taraxasterol,Atractylon,30,300,38.862920219632805,nM
11,Taraxasterol,Atractylon,30,1000,70.46222574681248,nM
11,Taraxasterol,Atractylon,100,0,11.856344166202437,nM
11,Taraxasterol,Atractylon,100,1,10.180535135940465,nM
11,Taraxasterol,Atractylon,100,3,11.912265838520227,nM
11,Taraxasterol,Atractylon,100,10,11.691973896819073,nM
11,Taraxasterol,Atractylon,100,30,13.14451442486001,nM
11,Taraxasterol,Atractylon,100,100,20.932775778138602,nM
11,Taraxasterol,Atractylon,100,300,41.35677075558929,nM
11,Taraxasterol,Atractylon,100,1000,73.78392191673854,nM
11,Taraxasterol,Atractylon,300,0,25.74338494106015,nM
11,Taraxasterol,Atractylon,300,1,32.84857357559873,nM
11,Taraxasterol,Atractylon,300,3,25.742053132684863,nM
11,Taraxasterol,Atractylon,300,10,30.579088959814413,nM
11,Taraxasterol,Atractylon,300,30,31.97068038612771,nM
11,Taraxasterol,Atractylon,300,100,40.62666450747236,nM
11,Taraxasterol,Atractylon,300,300,55.280023474759545,nM
11,Taraxasterol,Atractylon,300,1000,78.78391229495887,nM
11,Taraxasterol,Atractylon,1000,0,65.03008053540147,nM
11,Taraxasterol,Atractylon,1000,1,66.77503338647035,nM
11,Taraxasterol,Atractylon,1000,3,69.62000156132184,nM
11,Taraxasterol,Atractylon,1000,10,65.93486576712851,nM
11,Taraxasterol,Atractylon,1000,30,61.90493846522527,nM
11,Taraxasterol,Atractylon,1000,100,68.47243160114006,nM
11,Taraxasterol,Atractylon,1000,300,78.04833846968901,nM
11,Taraxasterol,Atractylon,1000,1000,95.97316222331425,nM
12,Tricin,Tamarixetin,0,0,-1.5308462337164468,nM
12,Tricin,Tamarixetin,0,1,-0.5479029973452735,nM
12,Tricin,Tamarixetin,0,3,1.8479525321521866,nM
12,Tricin,Tamarixetin,0,10,3.6689086307912775,nM
12,Tricin,Tamarixetin,0,30,7.784355964548148,nM
12,Tricin,Tamarixetin,0,100,34.957062994393084,nM
12,Tricin,Tamarixetin,0,300,62.2301338930977,nM
12,Tricin,Tamarixetin,0,1000,88.1398011190817,nM
12,Tricin,Tamarixetin,1,0,2.893656780603098,nM
12,Tricin,Tamarixetin,1,1,-2.1976981116296583,nM
12,Tricin,Tamarixetin,1,3,0.28309691663296055,nM
12,Tricin,Tamarixetin,1,10,6.599332784810921,nM
12,Tricin,Tamarixetin,1,30,10.129566546363273,nM
12,Tricin,Tamarixetin,1,100,31.1289359429622,nM
12,Tricin,Tamarixetin,1,300,63.78373970257745,nM
12,Tricin,Tamarixetin,1,1000,90.37350317146243,nM
12,Tricin,Tamarixetin,3,0,-2.231917389419106,nM
12,Tricin,Tamarixetin,3,1,-0.1661639485380184,nM
12,Tricin,Tamarixetin,3,3,-1.2886553431349235,nM
12,Tricin,Tamarixetin,3,10,1.5843241889232154,nM
12,Tricin,Tamarixetin,3,30,13.818386718364085,nM
12,Tricin,Tamarixetin,3,100,33.500601132491326,nM
12,Tricin,Tamarixetin,3,300,64.3010458615577,nM
12,Tricin,Tamarixetin,3,1000,89.62600337224598,nM
12,Tricin,Tamarixetin,10,0,2.302357694608586,nM
12,Tricin,Tamarixetin,10,1,1.5110569957918991,nM
12,Tricin,Tamarixetin,10,3,6.730197228307417,nM
12,Tricin,Tamarixetin,10,10,8.399524798352038,nM
12,Tricin,Tamarixetin,10,30,12.079651140739843,nM
12,Tricin,Tamarixetin,10,100,36.970955016960104,nM
12,Tricin,Tamarixetin,10,300,69.09462043577412,nM
12,Tricin,Tamarixetin,10,1000,90.07776379705435,nM
12,Tricin,Tamarixetin,30,0,13.660716246901645,nM
12,Tricin,Tamarixetin,30,1,10.343007472244942,nM
12,Tricin,Tamarixetin,30,3,13.027768613744536,nM
12,Tricin,Tamarixetin,30,10,11.54937572788604,nM
12,Tricin,Tamarixetin,30,30,24.00181826825467,nM
12,Tricin,Tamarixetin,30,100,41.187873072005175,nM
12,Tricin,Tamarixetin,30,300,71.96248550953224,nM
12,Tricin,Tamarixetin,30,1000,88.55068962833955,nM
12,Tricin,Tamarixetin,100,0,39.82354077963307,nM
12,Tricin,Tamarixetin,100,1,35.00462333278908,nM
12,Tricin,Tamarixetin,100,3,37.703973979395386,nM
12,Tricin,Tamarixetin,100,10,41.03532379126522,nM
12,Tricin,Tamarixetin,100,30,45.24241424591053,nM
12,Tricin,Tamarixetin,100,100,58.42360032197726,nM
12,Tricin,Tamarixetin,100,300,74.92370686534113,nM
12,Tricin,Tamarixetin,100,1000,95.6416137651332,nM
12,Tricin,Tamarixetin,300,0,70.9973490322512,nM
12,Tricin,Tamarixetin,300,1,72.02200113088956,nM
12,Tricin,Tamarixetin,300,3,72.15753765306832,nM
12,Tricin,Tamarixetin,300,10,69.82873702397997,nM
12,Tricin,Tamarixetin,300,30,73.62221367254837,nM
12,Tricin,Tamarixetin,300,100,85.02570695181996,nM
12,Tricin,Tamarixetin,300,300,87.65280621524617,nM
12,Tricin,Tamarixetin,300,1000,97.38165463596151,nM
12,Tricin,Tamarixetin,1000,0,89.55818570799063,nM
12,Tricin,Tamarixetin,1000,1,94.23334261015205,nM
12,Tricin,Tamarixetin,1000,3,91.10592447500298,nM
12,Tricin,Tamarixetin,1000,10,88.87120381382286,nM
12,Tricin,Tamarixetin,1000,30,90.43784914131497,nM
12,Tricin,Tamarixetin,1000,100,90.92276260249116,nM
12,Tricin,Tamarixetin,1000,300,92.12137447060378,nM
12,Tricin,Tamarixetin,1000,1000,93.46176544247514,nM
13,Tricin,Annomontine,0,0,-1.475909811713002,nM
13,Tricin,Annomontine,0,1,-2.2159474520472426,nM
13,Tricin,Annomontine,0,3,0.5762602957928805,nM
13,Tricin,Annomontine,0,10,-0.4969271081853799,nM
13,Tricin,Annomontine,0,30,4.7239221258663235,nM
13,Tricin,Annomontine,0,100,19.504730714524136,nM
13,Tricin,Annomontine,0,300,39.06692537102762,nM
13,Tricin,Annomontine,0,1000,72.55857437601038,nM
13,Tricin,Annomontine,1,0,2.2264878209847447,nM
13,Tricin,Annomontine,1,1,5.058645429648475,nM
13,Tricin,Annomontine,1,3,-1.2509304469763258,nM
13,Tricin,Annomontine,1,10,-2.00458583334579,nM
13,Tricin,Annomontine,1,30,3.913740909393932,nM
13,Tricin,Annomontine,1,100,15.305707846583742,nM
13,Tricin,Annomontine,1,300,43.02818443174941,nM
13,Tricin,Annomontine,1,1000,72.91986294998101,nM
13,Tricin,Annomontine,3,0,0.3655867809510578,nM
13,Tricin,Annomontine,3,1,0.34225482651061334,nM
13,Tricin,Annomontine,3,3,-2.0195091536979453,nM
13,Tricin,Annomontine,3,10,-1.1142214826974879,nM
13,Tricin,Annomontine,3,30,6.0388582890221745,nM
13,Tricin,Annomontine,3,100,17.788530765820585,nM
13,Tricin,Annomontine,3,300,40.36237641872647,nM
13,Tricin,Annomontine,3,1000,78.40571108681705,nM
13,Tricin,Annomontine,10,0,5.620079657414678,nM
13,Tricin,Annomontine,10,1,4.737928133585814,nM
13,Tricin,Annomontine,10,3,5.232498309777624,nM
13,Tricin,Annomontine,10,10,5.5711938098268545,nM
13,Tricin,Annomontine,10,30,9.306765934741067,nM
13,Tricin,Annomontine,10,100,20.813190830352816,nM
13,Tricin,Annomontine,10,300,43.77019983329981,nM
13,Tricin,Annomontine,10,1000,71.77330019584454,nM
13,Tricin,Annomontine,30,0,12.320451413936404,nM
13,Tricin,Annomontine,30,1,11.021074576444313,nM
13,Tricin,Annomontine,30,3,10.477391846842234,nM
13,Tricin,Annomontine,30,10,14.892002961479252,nM
13,Tricin,Annomontine,30,30,12.758841792436074,nM
13,Tricin,Annomontine,30,100,28.24762800432759,nM
13,Tricin,Annomontine,30,300,47.550559439075926,nM
13,Tricin,Annomontine,30,1000,75.66670785034538,nM
13,Tricin,Annomontine,100,0,36.28271646824362,nM
13,Tricin,Annomontine,100,1,42.85366529051569,nM
13,Tricin,Annomontine,100,3,41.22566456317721,nM
13,Tricin,Annomontine,100,10,38.20781401206214,nM
13,Tricin,Annomontine,100,30,42.873876859098544,nM
13,Tricin,Annomontine,100,100,51.543135577483305,nM
13,Tricin,Annomontine,100,300,61.948076676374335,nM
13,Tricin,Annomontine,100,1000,83.92565638756035,nM
13,Tricin,Annomontine,300,0,71.5280147449297,nM
13,Tricin,Annomontine,300,1,70.49503966694675,nM
13,Tricin,Annomontine,300,3,68.98070819373407,nM
13,Tricin,Annomontine,300,10,73.33017481874967,nM
13,Tricin,Annomontine,300,30,71.98995116813093,nM
13,Tricin,Annomontine,300,100,76.10103858784029,nM
13,Tricin,Annomontine,300,300,87.10786197200275,nM
13,Tricin,Annomontine,300,1000,93.40651803405315,nM
13,Tricin,Annomontine,1000,0,96.07742256131874,nM
13,Tricin,Annomontine,1000,1,91.30722710927226,nM
13,Tricin,Annomontine,1000,3,90.37379363024408,nM
13,Tricin,Annomontine,1000,10,91.05012987049857,nM
13,Tricin,Annomontine,1000,30,92.85762989652574,nM
13,Tricin,Annomontine,1000,100,93.49887852808313,nM
13,Tricin,Annomontine,1000,300,95.29593741890085,nM
13,Tricin,Annomontine,1000,1000,94.62512489407743,nM
14,Tricin,Protopine,0,0,-2.239981040529102,nM
14,Tricin,Protopine,0,1,-0.4286395842394184,nM
14,Tricin,Protopine,0,3,1.9627657779241576,nM
14,Tricin,Protopine,0,10,4.993486795376803,nM
14,Tricin,Protopine,0,30,2.354781684785147,nM
14,Tricin,Protopine,0,100,24.656069798804406,nM
14,Tricin,Protopine,0,300,54.4859220309313,nM
14,Tricin,Protopine,0,1000,83.82150693595307,nM
14,Tricin,Protopine,1,0,0.6465835256178248,nM
14,Tricin,Protopine,1,1,-1.3968968063105676,nM
14,Tricin,Protopine,1,3,-2.0004257030592925,nM
14,Tricin,Protopine,1,10,4.336319328536659,nM
14,Tricin,Protopine,1,30,9.014084247832916,nM
14,Tricin,Protopine,1,100,24.280651918521926,nM
14,Tricin,Protopine,1,300,55.27634382276034,nM
14,Tricin,Protopine,1,1000,82.6626964690165,nM
14,Tricin,Protopine,3,0,-2.0078609702664636,nM
14,Tricin,Protopine,3,1,2.330265124630594,nM
14,Tricin,Protopine,3,3,-0.004565311111614401,nM
14,Tricin,Protopine,3,10,0.6194234938689629,nM
14,Tricin,Protopine,3,30,6.854911608703466,nM
14,Tricin,Protopine,3,100,28.97730217918285,nM
14,Tricin,Protopine,3,300,56.7218788659837,nM
14,Tricin,Protopine,3,1000,84.66173231798794,nM
14,Tricin,Protopine,10,0,3.8838044771398508,nM
14,Tricin,Protopine,10,1,5.588302968839442,nM
14,Tricin,Protopine,10,3,5.669554601633846,nM
14,Tricin,Protopine,10,10,3.0103122512774028,nM
14,Tricin,Protopine,10,30,10.213540082778486,nM
14,Tricin,Protopine,10,100,26.41508216137638,nM
14,Tricin,Protopine,10,300,57.50787663328765,nM
14,Tricin,Protopine,10,1000,84.49388789076315,nM
14,Tricin,Protopine,30,0,8.529759029304422,nM
14,Tricin,Protopine,30,1,15.078081101096764,nM
14,Tricin,Protopine,30,3,13.575231470231373,nM
14,Tricin,Protopine,30,10,10.86020513208014,nM
14,Tricin,Protopine,30,30,21.30105818854978,nM
14,Tricin,Protopine,30,100,34.6747716515606,nM
14,Tricin,Protopine,30,300,61.993870320782996,nM
14,Tricin,Protopine,30,1000,86.08593839603775,nM
14,Tricin,Protopine,100,0,38.33406686277822,nM
14,Tricin,Protopine,100,1,37.05048969778188,nM
14,Tricin,Protopine,100,3,34.901134863779525,nM
14,Tricin,Protopine,100,10,38.00311812599597,nM
14,Tricin,Protopine,100,30,42.865398143368836,nM
14,Tricin,Protopine,100,100,53.53478387263948,nM
14,Tricin,Protopine,100,300,73.64911135124088,nM
14,Tricin,Protopine,100,1000,89.84776297125642,nM
14,Tricin,Protopine,300,0,64.99376658207885,nM
14,Tricin,Protopine,300,1,71.10759279512388,nM
14,Tricin,Protopine,300,3,68.06572558760192,nM
14,Tricin,Protopine,300,10,67.44683277199901,nM
14,Tricin,Protopine,300,30,71.11160147156491,nM
14,Tricin,Protopine,300,100,74.34648115292929,nM
14,Tricin,Protopine,300,300,87.09844887248065,nM
14,Tricin,Protopine,300,1000,93.15600756784227,nM
14,Tricin,Protopine,1000,0,94.51639502271064,nM
14,Tricin,Protopine,1000,1,90.06006331267012,nM
14,Tricin,Protopine,1000,3,89.46553802080618,nM
14,Tricin,Protopine,1000,10,89.40988840395408,nM
14,Tricin,Protopine,1000,30,86.82531484556425,nM
14,Tricin,Protopine,1000,100,91.10036817834377,nM
14,Tricin,Protopine,1000,300,94.1613759737625,nM
14,Tricin,Protopine,1000,1000,97.6958312631196,nM
15,Tricin,Atractylon,0,0,-4.671143889613443,nM
15,Tricin,Atractylon,0,1,-0.006482301409406956,nM
15,Tricin,Atractylon,0,3,2.6944318213245153,nM
15,Tricin,Atractylon,0,10,-0.10836919099435072,nM
15,Tricin,Atractylon,0,30,3.058774674510104,nM
15,Tricin,Atractylon,0,100,13.394597215090988,nM
15,Tricin,Atractylon,0,300,33.37517080119581,nM
15,Tricin,Atractylon,0,1000,68.65126855871863,nM
15,Tricin,Atractylon,1,0,2.0629297796060104,nM
15,Tricin,Atractylon,1,1,0.5706724409361181,nM
15,Tricin,Atractylon,1,3,-2.1537648400615184,nM
15,Tricin,Atractylon,1,10,-2.5931434373050886,nM
15,Tricin,Atractylon,1,30,8.096067964711263,nM
15,Tricin,Atractylon,1,100,13.683785369217638,nM
15,Tricin,Atractylon,1,300,31.97330903368797,nM
15,Tricin,Atractylon,1,1000,69.97722622996896,nM
15,Tricin,Atractylon,3,0,2.205880752172119,nM
15,Tricin,Atractylon,3,1,1.1302688396231182,nM
15,Tricin,Atractylon,3,3,-2.7724922448993263,nM
15,Tricin,Atractylon,3,10,5.428449001842576,nM
15,Tricin,Atractylon,3,30,5.341730996294998,nM
15,Tricin,Atractylon,3,100,12.997243515298578,nM
15,Tricin,Atractylon,3,300,37.06441832583116,nM
15,Tricin,Atractylon,3,1000,69.44412468788876,nM
15,Tricin,Atractylon,10,0,3.0088125575739197,nM
15,Tricin,Atractylon,10,1,5.564331118925924,nM
15,Tricin,Atractylon,10,3,-0.128918421002453,nM
